*𐑐𐑮𐑺-𐑢𐑰𐑤	𐑐𐑮𐑺-𐑣𐑢𐑰𐑤
*𐑢𐑲𐑑𐑩𐑕𐑑	𐑣𐑢𐑲𐑑𐑩𐑕𐑑
*𐑢𐑲𐑑𐑩𐑯	𐑣𐑢𐑲𐑑𐑩𐑯
*𐑢𐑲𐑑𐑩𐑯𐑛	𐑣𐑢𐑲𐑑𐑩𐑯𐑛
*𐑢𐑲𐑑𐑩𐑯𐑟	𐑣𐑢𐑲𐑑𐑩𐑯𐑟
*𐑢𐑲𐑑𐑩𐑯𐑦𐑙	𐑣𐑢𐑲𐑑𐑩𐑯𐑦𐑙
*𐑢𐑲𐑑𐑼	𐑣𐑢𐑲𐑑𐑼
*𐑢𐑲𐑑-𐑒𐑪𐑤𐑼	𐑣𐑢𐑲𐑑-𐑒𐑪𐑤𐑼
*𐑢𐑲𐑑-𐑣𐑪𐑑	𐑣𐑢𐑲𐑑-𐑣𐑪𐑑
*𐑢𐑲𐑑-𐑤𐑦𐑐𐑑	𐑣𐑢𐑲𐑑-𐑤𐑦𐑐𐑑
*𐑢𐑲𐑑-𐑤𐑦𐑝𐑼𐑛	𐑣𐑢𐑲𐑑-𐑤𐑦𐑝𐑼𐑛
*𐑢𐑲𐑟	𐑣𐑢𐑲𐑟
*𐑢𐑲𐑤	𐑣𐑢𐑲𐑤
*𐑢𐑲𐑤𐑛	𐑣𐑢𐑲𐑤𐑛
*𐑢𐑲𐑤𐑕𐑑	𐑣𐑢𐑲𐑤𐑕𐑑
*𐑢𐑲𐑤𐑟	𐑣𐑢𐑲𐑤𐑟
*𐑢𐑲𐑤𐑦𐑙	𐑣𐑢𐑲𐑤𐑦𐑙
*𐑢𐑲𐑯	𐑣𐑢𐑲𐑯
*𐑢𐑲𐑯𐑛	𐑣𐑢𐑲𐑯𐑛
*𐑢𐑲𐑯𐑟	𐑣𐑢𐑲𐑯𐑟
*𐑢𐑲𐑯𐑦𐑙	𐑣𐑢𐑲𐑯𐑦𐑙
*𐑢𐑲𐑯𐑼	𐑣𐑢𐑲𐑯𐑼
*𐑢𐑲𐑯𐑼𐑟	𐑣𐑢𐑲𐑯𐑼𐑟
*𐑢𐑪𐑐	𐑣𐑢𐑪𐑐
*𐑢𐑪𐑐𐑑	𐑣𐑢𐑪𐑐𐑑
*𐑢𐑪𐑐𐑕	𐑣𐑢𐑪𐑐𐑕
*𐑢𐑪𐑐𐑦𐑙	𐑣𐑢𐑪𐑐𐑦𐑙
*𐑢𐑪𐑐𐑼	𐑣𐑢𐑪𐑐𐑼
*𐑢𐑪𐑐𐑼𐑟	𐑣𐑢𐑪𐑐𐑼𐑟
*𐑢𐑪𐑑	𐑣𐑢𐑪𐑑
*𐑢𐑪𐑑𐑕	𐑣𐑢𐑪𐑑𐑕
*𐑢𐑪𐑑𐑕𐑴𐑧𐑝𐑼	𐑣𐑢𐑪𐑑𐑕𐑴𐑧𐑝𐑼
*𐑢𐑪𐑑𐑕𐑴𐑺	𐑣𐑢𐑪𐑑𐑕𐑴𐑺
*𐑢𐑪𐑑𐑯𐑪𐑑	𐑣𐑢𐑪𐑑𐑯𐑪𐑑
*𐑢𐑪𐑑𐑧𐑝𐑼	𐑣𐑢𐑪𐑑𐑧𐑝𐑼
*𐑢𐑪𐑑𐑩𐑤	𐑣𐑢𐑪𐑑𐑩𐑤
*𐑢𐑪𐑑𐑺	𐑣𐑢𐑪𐑑𐑺
*𐑢𐑪𐑑-𐑓	𐑣𐑢𐑪𐑑-𐑓
*𐑢𐑴	𐑣𐑢𐑴
*𐑢𐑫𐑐𐑦	𐑣𐑢𐑫𐑐𐑦
*𐑢𐑫𐑐𐑦𐑟	𐑣𐑢𐑫𐑐𐑦𐑟
*𐑢𐑷𐑑𐑼-𐑢𐑰𐑤	𐑢𐑷𐑑𐑼-𐑣𐑢𐑰𐑤
*𐑢𐑷𐑑𐑼-𐑢𐑰𐑤𐑟	𐑢𐑷𐑑𐑼-𐑣𐑢𐑰𐑤𐑟
*𐑢𐑹𐑓	𐑣𐑢𐑹𐑓
*𐑢𐑹𐑓𐑕	𐑣𐑢𐑹𐑓𐑕
*𐑢𐑹𐑓𐑦𐑡	𐑣𐑢𐑹𐑓𐑦𐑡
*𐑢𐑹𐑝𐑟	𐑣𐑢𐑹𐑝𐑟
*𐑢𐑺	𐑣𐑢𐑺
*𐑢𐑺𐑚𐑲	𐑣𐑢𐑺𐑚𐑲
*𐑢𐑺𐑑𐑵	𐑣𐑢𐑺𐑑𐑵
*𐑢𐑺𐑓𐑹	𐑣𐑢𐑺𐑓𐑹
*𐑢𐑺𐑓𐑹𐑟	𐑣𐑢𐑺𐑓𐑹𐑟
*𐑢𐑺𐑕𐑴𐑧𐑝𐑼	𐑣𐑢𐑺𐑕𐑴𐑧𐑝𐑼
*𐑢𐑺𐑟	𐑣𐑢𐑺𐑟
*𐑢𐑺𐑢𐑦𐑞	𐑣𐑢𐑺𐑢𐑦𐑞
*𐑢𐑺𐑢𐑦𐑞𐑷𐑤	𐑣𐑢𐑺𐑢𐑦𐑞𐑷𐑤
*𐑢𐑺𐑦𐑯	𐑣𐑢𐑺𐑦𐑯
*𐑢𐑺𐑧𐑝𐑼	𐑣𐑢𐑺𐑧𐑝𐑼
*𐑢𐑺𐑨𐑑	𐑣𐑢𐑺𐑨𐑑
*𐑢𐑺𐑨𐑟	𐑣𐑢𐑺𐑨𐑟
*𐑢𐑺𐑩𐑐𐑪𐑯	𐑣𐑢𐑺𐑩𐑐𐑪𐑯
*𐑢𐑺𐑩𐑚𐑬𐑑𐑕	𐑣𐑢𐑺𐑩𐑚𐑬𐑑𐑕
*𐑢𐑺𐑳𐑯𐑑𐑵	𐑣𐑢𐑺𐑳𐑯𐑑𐑵
*𐑢𐑺𐑳𐑯𐑛𐑼	𐑣𐑢𐑺𐑳𐑯𐑛𐑼
*𐑢𐑺𐑪𐑝	𐑣𐑢𐑺𐑪𐑝
*𐑢𐑺𐑪𐑯	𐑣𐑢𐑺𐑪𐑯
*𐑢𐑻	𐑣𐑢𐑻
*𐑢𐑻𐑛	𐑣𐑢𐑻𐑛
*𐑢𐑻𐑔𐑢𐑲𐑤	𐑢𐑻𐑔𐑣𐑢𐑲𐑤
*𐑢𐑻𐑟	𐑣𐑢𐑻𐑟
*𐑢𐑻𐑤	𐑣𐑢𐑻𐑤
*𐑢𐑻𐑤𐑐𐑵𐑤	𐑣𐑢𐑻𐑤𐑐𐑵𐑤
*𐑢𐑻𐑤𐑐𐑵𐑤𐑟	𐑣𐑢𐑻𐑤𐑐𐑵𐑤𐑟
*𐑢𐑻𐑤𐑛	𐑣𐑢𐑻𐑤𐑛
*𐑢𐑻𐑤𐑟	𐑣𐑢𐑻𐑤𐑟
*𐑢𐑻𐑤𐑢𐑦𐑯𐑛	𐑣𐑢𐑻𐑤𐑢𐑦𐑯𐑛
*𐑢𐑻𐑤𐑢𐑦𐑯𐑛𐑟	𐑣𐑢𐑻𐑤𐑢𐑦𐑯𐑛𐑟
*𐑢𐑻𐑤𐑦𐑜𐑦𐑜	𐑣𐑢𐑻𐑤𐑦𐑜𐑦𐑜
*𐑢𐑻𐑤𐑦𐑜𐑦𐑜𐑟	𐑣𐑢𐑻𐑤𐑦𐑜𐑦𐑜𐑟
*𐑢𐑻𐑤𐑦𐑙	𐑣𐑢𐑻𐑤𐑦𐑙
*𐑢𐑻𐑦𐑙	𐑣𐑢𐑻𐑦𐑙
*𐑣𐑴𐑤	𐑣𐑢𐑴𐑤
*𐑣𐑴𐑤𐑕𐑱𐑤	𐑣𐑢𐑴𐑤𐑕𐑱𐑤
*𐑣𐑴𐑤𐑕𐑱𐑤𐑼	𐑣𐑢𐑴𐑤𐑕𐑱𐑤𐑼
*𐑣𐑴𐑤𐑕𐑱𐑤𐑼𐑟	𐑣𐑢𐑴𐑤𐑕𐑱𐑤𐑼𐑟
*𐑣𐑴𐑤𐑕𐑩𐑥	𐑣𐑢𐑴𐑤𐑕𐑩𐑥
*𐑣𐑴𐑤𐑕𐑩𐑥𐑤𐑦	𐑣𐑢𐑴𐑤𐑕𐑩𐑥𐑤𐑦
*𐑣𐑴𐑤𐑟	𐑣𐑢𐑴𐑤𐑟
*𐑣𐑴𐑤𐑣𐑸𐑑𐑩𐑛	𐑣𐑢𐑴𐑤𐑣𐑸𐑑𐑩𐑛
*𐑣𐑴𐑤𐑣𐑸𐑑𐑩𐑛𐑤𐑦	𐑣𐑢𐑴𐑤𐑣𐑸𐑑𐑩𐑛𐑤𐑦
*𐑣𐑴𐑤𐑣𐑸𐑑𐑩𐑛𐑯𐑩𐑕	𐑣𐑢𐑴𐑤𐑣𐑸𐑑𐑩𐑛𐑯𐑩𐑕
*𐑣𐑴𐑤𐑤𐑦	𐑣𐑢𐑴𐑤𐑤𐑦
*𐑣𐑴𐑤𐑥𐑰𐑤	𐑣𐑢𐑴𐑤𐑥𐑰𐑤
*𐑣𐑴𐑤𐑯𐑩𐑕	𐑣𐑢𐑴𐑤𐑯𐑩𐑕
*𐑣𐑴𐑤-𐑢𐑰𐑑	𐑣𐑢𐑴𐑤-𐑣𐑢𐑰𐑑
*𐑣𐑵	𐑣𐑢𐑵
*𐑣𐑵𐑐	𐑣𐑢𐑵𐑐
*𐑣𐑵𐑐𐑑	𐑣𐑢𐑵𐑐𐑑
*𐑣𐑵𐑐𐑕	𐑣𐑢𐑵𐑐𐑕
*𐑣𐑵𐑐𐑦𐑙	𐑣𐑢𐑵𐑐𐑦𐑙
*𐑣𐑵𐑐𐑦𐑙-𐑒𐑪𐑓	𐑣𐑢𐑵𐑐𐑦𐑙-𐑒𐑪𐑓
*𐑣𐑵𐑛	𐑣𐑢𐑵𐑛
*𐑣𐑵𐑛𐑳𐑯𐑦𐑑	𐑣𐑢𐑵𐑛𐑳𐑯𐑦𐑑
*𐑣𐑵𐑛𐑳𐑯𐑦𐑑𐑕	𐑣𐑢𐑵𐑛𐑳𐑯𐑦𐑑𐑕
*𐑣𐑵𐑕𐑴	𐑣𐑢𐑵𐑕𐑴
*𐑣𐑵𐑕𐑴𐑧𐑝𐑼	𐑣𐑢𐑵𐑕𐑴𐑧𐑝𐑼
*𐑣𐑵𐑟	𐑣𐑢𐑵𐑟
*𐑣𐑵𐑤	𐑣𐑢𐑵𐑤
*𐑣𐑵𐑥	𐑣𐑢𐑵𐑥
*𐑣𐑵𐑧𐑝𐑼	𐑣𐑢𐑵𐑧𐑝𐑼
*𐑣𐑵𐑼	𐑣𐑢𐑵𐑼
*𐑣𐑹	𐑣𐑢𐑹
*𐑣𐑹𐑕𐑢𐑦𐑐	𐑣𐑹𐑕𐑣𐑢𐑦𐑐
*𐑣𐑹𐑕𐑢𐑦𐑐𐑑	𐑣𐑹𐑕𐑣𐑢𐑦𐑐𐑑
*𐑣𐑹𐑕𐑢𐑦𐑐𐑕	𐑣𐑹𐑕𐑣𐑢𐑦𐑐𐑕
*𐑣𐑹𐑕𐑢𐑦𐑐𐑦𐑙	𐑣𐑹𐑕𐑣𐑢𐑦𐑐𐑦𐑙
*𐑣𐑹𐑟	𐑣𐑢𐑹𐑟
*𐑣𐑹𐑥𐑳𐑙𐑜𐑼	𐑣𐑢𐑹𐑥𐑳𐑙𐑜𐑼
*𐑣𐑹𐑥𐑳𐑙𐑜𐑼𐑟	𐑣𐑢𐑹𐑥𐑳𐑙𐑜𐑼𐑟
*𐑤𐑦𐑤𐑦-𐑢𐑲𐑑	𐑤𐑦𐑤𐑦-𐑣𐑢𐑲𐑑
*𐑥𐑦𐑤𐑒-𐑢𐑲𐑑	𐑥𐑦𐑤𐑒-𐑣𐑢𐑲𐑑
*𐑥𐑦𐑤𐑢𐑰𐑤	𐑥𐑦𐑤𐑣𐑢𐑰𐑤
*𐑥𐑦𐑤𐑢𐑰𐑤𐑟	𐑥𐑦𐑤𐑣𐑢𐑰𐑤𐑟
*𐑥𐑰𐑯𐑢𐑲𐑤	𐑥𐑰𐑯𐑣𐑢𐑲𐑤
*𐑯𐑴 𐑥𐑨𐑑𐑼 𐑢𐑪𐑑	𐑯𐑴 𐑥𐑨𐑑𐑼 𐑣𐑢𐑪𐑑
*𐑯𐑴 𐑥𐑨𐑑𐑼 𐑢𐑺	𐑯𐑴 𐑥𐑨𐑑𐑼 𐑣𐑢𐑺
*𐑯𐑴 𐑥𐑨𐑑𐑼 𐑣𐑵	𐑯𐑴 𐑥𐑨𐑑𐑼 𐑣𐑢𐑵
*𐑯𐑴𐑟-𐑢𐑰𐑤	𐑯𐑴𐑟-𐑣𐑢𐑰𐑤
*𐑯𐑴𐑟-𐑢𐑰𐑤𐑟	𐑯𐑴𐑟-𐑣𐑢𐑰𐑤𐑟
*𐑯𐑴𐑢𐑺	𐑯𐑴𐑣𐑢𐑺
*𐑯𐑸𐑢𐑩𐑤	𐑯𐑸𐑣𐑢𐑩𐑤
*𐑯𐑸𐑢𐑩𐑤𐑟	𐑯𐑸𐑣𐑢𐑩𐑤𐑟
*𐑰𐑝𐑩𐑯 𐑢𐑧𐑯	𐑰𐑝𐑩𐑯 𐑣𐑢𐑧𐑯
*𐑧𐑜-𐑢𐑦𐑕𐑒	𐑧𐑜-𐑣𐑢𐑦𐑕𐑒
*𐑧𐑜-𐑢𐑦𐑕𐑒𐑕	𐑧𐑜-𐑣𐑢𐑦𐑕𐑒𐑕
*𐑧𐑝𐑮𐑦𐑢𐑺	𐑧𐑝𐑮𐑦𐑣𐑢𐑺
*𐑧𐑤𐑕𐑢𐑺	𐑧𐑤𐑕𐑣𐑢𐑺
*𐑧𐑯𐑦𐑢𐑺	𐑧𐑯𐑦𐑣𐑢𐑺
*𐑩𐑢𐑲𐑤	𐑩𐑣𐑢𐑲𐑤
*𐑳𐑯𐑣𐑴𐑤𐑕𐑩𐑥	𐑳𐑯𐑣𐑢𐑴𐑤𐑕𐑩𐑥
*𐑪𐑓-𐑢𐑲𐑑	𐑪𐑓-𐑣𐑢𐑲𐑑
*𐑴𐑝𐑼𐑢𐑧𐑤𐑥	𐑴𐑝𐑼𐑣𐑢𐑧𐑤𐑥
*𐑴𐑝𐑼𐑢𐑧𐑤𐑥𐑛	𐑴𐑝𐑼𐑣𐑢𐑧𐑤𐑥𐑛
*𐑴𐑝𐑼𐑢𐑧𐑤𐑥𐑟	𐑴𐑝𐑼𐑣𐑢𐑧𐑤𐑥𐑟
*𐑴𐑝𐑼𐑢𐑧𐑤𐑥𐑦𐑙	𐑴𐑝𐑼𐑣𐑢𐑧𐑤𐑥𐑦𐑙
*𐑴𐑝𐑼𐑢𐑧𐑤𐑥𐑦𐑙𐑤𐑦	𐑴𐑝𐑼𐑣𐑢𐑧𐑤𐑥𐑦𐑙𐑤𐑦
'em	𐑩𐑥	1321
'neath	𐑯𐑰𐑔	0
'pon	𐑐𐑪𐑯	0
'shun	𐑖𐑳𐑯	0
'tis	𐑑𐑦𐑟	0
'twas	𐑑𐑢𐑪𐑟	0
'tween	𐑑𐑢𐑰𐑯	0
'tween-decks	𐑑𐑢𐑰𐑯-𐑛𐑧𐑒𐑕	0
'twere	𐑑𐑢𐑻	0
'twill	𐑑𐑢𐑦𐑤	0
'twixt	𐑑𐑢𐑦𐑒𐑕𐑑	4
'twould	𐑑𐑢𐑫𐑛	0
'un	𐑩𐑯	57
a	𐑩	2126369
a	𐑱	0
a bit	𐑩 𐑚𐑦𐑑	6687
a fortiori	𐑱 𐑓𐑹𐑑𐑦𐑹𐑲	36
a great deal	𐑩 𐑜𐑮𐑱𐑑 𐑛𐑰𐑤	6
a la carte	𐑭 𐑤𐑭 𐑒𐑸𐑑	18
a la mode	𐑭 𐑤𐑭 𐑥𐑴𐑛	2
a little	𐑩 𐑤𐑦𐑑𐑩𐑤	8518
a little more	𐑩 𐑤𐑦𐑑𐑩𐑤 𐑥𐑹	0
a lot	𐑩 𐑤𐑪𐑑	943
a posteriori	𐑱 𐑐𐑪𐑕𐑑𐑧𐑮𐑦𐑹𐑲	9
a priori	𐑱 𐑐𐑮𐑲𐑹𐑲	233
a-bomb	𐑱-𐑚𐑪𐑥	8
a-bombs	𐑱-𐑚𐑪𐑥𐑟	1
a-level	𐑱-𐑤𐑧𐑝𐑩𐑤	15
a-levels	𐑱-𐑤𐑧𐑝𐑩𐑤𐑟	126
aa	𐑱𐑱	351
aachen	𐑭𐑒𐑩𐑯	96
aarhorn	𐑸𐑣𐑹𐑯	0
aarhus	𐑸𐑣𐑫𐑕	1
ab initio	𐑨𐑚 𐑦𐑯𐑦𐑖𐑦𐑴	19
abaci	𐑨𐑚𐑩𐑕𐑲	1
aback	𐑩𐑚𐑨𐑒	327
abacus	𐑨𐑚𐑩𐑒𐑩𐑕	36
abacuses	𐑨𐑚𐑩𐑒𐑩𐑕𐑩𐑟	2
abaft	𐑩𐑚𐑭𐑓𐑑	0
abandon	𐑩𐑚𐑨𐑯𐑛𐑩𐑯	1280
abandoned	𐑩𐑚𐑨𐑯𐑛𐑩𐑯𐑛	2458
abandoning	𐑩𐑚𐑨𐑯𐑛𐑩𐑯𐑦𐑙	408
abandonment	𐑩𐑚𐑨𐑯𐑛𐑩𐑯𐑥𐑩𐑯𐑑	494
abandons	𐑩𐑚𐑨𐑯𐑛𐑩𐑯𐑟	85
abase	𐑩𐑚𐑱𐑕	5
abased	𐑩𐑚𐑱𐑕𐑑	6
abasement	𐑩𐑚𐑱𐑕𐑥𐑩𐑯𐑑	11
abases	𐑩𐑚𐑱𐑕𐑩𐑟	1
abash	𐑩𐑚𐑨𐑖	1
abashed	𐑩𐑚𐑨𐑖𐑑	23
abashes	𐑩𐑚𐑨𐑖𐑩𐑟	0
abashing	𐑩𐑚𐑨𐑖𐑦𐑙	0
abasing	𐑩𐑚𐑱𐑕𐑦𐑙	4
abate	𐑩𐑚𐑱𐑑	63
abated	𐑩𐑚𐑱𐑑𐑩𐑛	79
abatement	𐑩𐑚𐑱𐑑𐑥𐑩𐑯𐑑	123
abates	𐑩𐑚𐑱𐑑𐑕	2
abating	𐑩𐑚𐑱𐑑𐑦𐑙	22
abattoir	𐑨𐑚𐑩𐑑𐑢𐑸	62
abattoirs	𐑨𐑚𐑩𐑑𐑢𐑸𐑟	27
abbe	𐑨𐑚𐑱	16
abbes	𐑨𐑚𐑱𐑟	0
abbess	𐑨𐑚𐑧𐑕	39
abbesses	𐑨𐑚𐑧𐑕𐑩𐑟	3
abbey	𐑨𐑚𐑦	966
abbeys	𐑨𐑚𐑦𐑟	80
abbot	𐑨𐑚𐑩𐑑	544
abbots	𐑨𐑚𐑩𐑑𐑕	87
Abbott	𐑨𐑚𐑩𐑑	0
abbreviate	𐑩𐑚𐑮𐑰𐑝𐑦𐑱𐑑	18
abbreviated	𐑩𐑚𐑮𐑰𐑝𐑦𐑱𐑑𐑩𐑛	132
abbreviates	𐑩𐑚𐑮𐑰𐑝𐑦𐑱𐑑𐑕	0
abbreviating	𐑩𐑚𐑮𐑰𐑝𐑦𐑱𐑑𐑦𐑙	6
abbreviation	𐑩𐑚𐑮𐑰𐑝𐑦𐑱𐑖𐑩𐑯	96
abbreviations	𐑩𐑚𐑮𐑰𐑝𐑦𐑱𐑖𐑩𐑯𐑟	130
abc	𐑱𐑚𐑰𐑕𐑰	136
abcs	𐑱𐑚𐑰𐑕𐑰𐑟	5
abdicate	𐑨𐑚𐑛𐑦𐑒𐑱𐑑	45
abdicated	𐑨𐑚𐑛𐑦𐑒𐑱𐑑𐑩𐑛	64
abdicates	𐑨𐑚𐑛𐑦𐑒𐑱𐑑𐑕	2
abdicating	𐑨𐑚𐑛𐑦𐑒𐑱𐑑𐑦𐑙	13
abdication	𐑨𐑚𐑛𐑦𐑒𐑱𐑖𐑩𐑯	122
abdications	𐑨𐑚𐑛𐑦𐑒𐑱𐑖𐑩𐑯𐑟	0
abdomen	𐑨𐑚𐑛𐑩𐑥𐑩𐑯	302
abdomens	𐑨𐑚𐑛𐑩𐑥𐑩𐑯𐑟	8
abdominal	𐑨𐑚𐑛𐑪𐑥𐑦𐑯𐑩𐑤	515
abduct	𐑩𐑚𐑛𐑳𐑒𐑑	32
abducted	𐑩𐑚𐑛𐑳𐑒𐑑𐑩𐑛	138
abducting	𐑩𐑚𐑛𐑳𐑒𐑑𐑦𐑙	18
abduction	𐑩𐑚𐑛𐑳𐑒𐑖𐑩𐑯	184
abductions	𐑩𐑚𐑛𐑳𐑒𐑖𐑩𐑯𐑟	23
abducts	𐑩𐑚𐑛𐑳𐑒𐑑𐑕	1
abdul	𐑨𐑚𐑛𐑫𐑤	230
abdullah	𐑨𐑚𐑛𐑳𐑤𐑩	184
abe	𐑱𐑚	77
abeam	𐑩𐑚𐑰𐑥	0
abed	𐑩𐑚𐑧𐑛	23
abercarn	𐑨𐑚𐑼𐑒𐑸𐑯	0
aberdare	𐑨𐑚𐑼𐑛𐑺	19
aberdeen	𐑨𐑚𐑼𐑛𐑰𐑯	1436
abergavenny	𐑨𐑚𐑼𐑜𐑩𐑝𐑧𐑯𐑦	57
abergele	𐑨𐑚𐑼𐑜𐑧𐑤𐑦	27
aberrant	𐑨𐑚𐑧𐑮𐑩𐑯𐑑	64
aberration	𐑨𐑚𐑼𐑱𐑖𐑩𐑯	148
aberrations	𐑨𐑚𐑼𐑱𐑖𐑩𐑯𐑟	40
abertillery	𐑨𐑚𐑼𐑑𐑦𐑤𐑺𐑦	9
aberystwyth	𐑨𐑚𐑼𐑦𐑕𐑑𐑢𐑦𐑔	267
abet	𐑩𐑚𐑧𐑑	14
abets	𐑩𐑚𐑧𐑑𐑕	1
abetted	𐑩𐑚𐑧𐑑𐑩𐑛	55
abetting	𐑩𐑚𐑧𐑑𐑦𐑙	40
abeyance	𐑩𐑚𐑱𐑩𐑯𐑕	87
abhor	𐑩𐑚𐑣𐑹	43
abhorred	𐑩𐑚𐑣𐑹𐑛	41
abhorrence	𐑩𐑚𐑣𐑪𐑮𐑩𐑯𐑕	45
abhorrent	𐑩𐑚𐑣𐑪𐑮𐑩𐑯𐑑	68
abhorring	𐑩𐑚𐑣𐑹𐑦𐑙	9
abhors	𐑩𐑚𐑣𐑹𐑟	23
abide	𐑩𐑚𐑲𐑛	284
abided	𐑩𐑚𐑲𐑛𐑩𐑛	11
abides	𐑩𐑚𐑲𐑛𐑟	7
abiding	𐑩𐑚𐑲𐑛𐑦𐑙	155
abilities	𐑩𐑚𐑦𐑤𐑦𐑑𐑦𐑟	1333
ability	𐑩𐑚𐑦𐑤𐑦𐑑𐑦	9135
abingdon	𐑨𐑚𐑦𐑙𐑛𐑩𐑯	347
abject	𐑨𐑚𐑡𐑧𐑒𐑑	120
abjection	𐑨𐑚𐑡𐑧𐑒𐑖𐑩𐑯	12
abjections	𐑨𐑚𐑡𐑧𐑒𐑖𐑩𐑯𐑟	0
abjectly	𐑨𐑚𐑡𐑧𐑒𐑑𐑤𐑦	21
abjuration	𐑨𐑚𐑡𐑼𐑱𐑖𐑩𐑯	7
abjurations	𐑨𐑚𐑡𐑼𐑱𐑖𐑩𐑯𐑟	0
abjure	𐑩𐑚𐑡𐑫𐑼	11
abjured	𐑩𐑚𐑡𐑫𐑼𐑛	11
abjures	𐑩𐑚𐑡𐑫𐑼𐑟	0
abjuring	𐑩𐑚𐑡𐑫𐑼𐑦𐑙	4
ablative	𐑨𐑚𐑤𐑩𐑑𐑦𐑝	0
ablatives	𐑨𐑚𐑤𐑩𐑑𐑦𐑝𐑟	0
ablaut	𐑨𐑚𐑤𐑬𐑑	1
ablauts	𐑨𐑚𐑤𐑬𐑑𐑕	0
ablaze	𐑩𐑚𐑤𐑱𐑟	167
able	𐑱𐑚𐑩𐑤	30410
able-bodied	𐑱𐑚𐑩𐑤-𐑚𐑪𐑛𐑦𐑛	146
abler	𐑱𐑚𐑤𐑼	5
ablest	𐑱𐑚𐑤𐑩𐑕𐑑	44
abloom	𐑩𐑚𐑤𐑵𐑥	0
ablution	𐑩𐑚𐑤𐑵𐑖𐑩𐑯	6
ablutions	𐑩𐑚𐑤𐑵𐑖𐑩𐑯𐑟	27
ably	𐑱𐑚𐑤𐑦	99
abnegation	𐑨𐑚𐑯𐑦𐑜𐑱𐑖𐑩𐑯	12
abnormal	𐑨𐑚𐑯𐑹𐑥𐑩𐑤	809
abnormalities	𐑨𐑚𐑯𐑹𐑥𐑨𐑤𐑦𐑑𐑦𐑟	440
abnormality	𐑨𐑚𐑯𐑹𐑥𐑨𐑤𐑦𐑑𐑦	285
abnormally	𐑨𐑚𐑯𐑹𐑥𐑩𐑤𐑦	151
abo	𐑨𐑚𐑴	8
aboard	𐑩𐑚𐑹𐑛	966
abode	𐑩𐑚𐑴𐑛	156
abodes	𐑩𐑚𐑴𐑛𐑟	9
abolish	𐑩𐑚𐑪𐑤𐑦𐑖	526
abolished	𐑩𐑚𐑪𐑤𐑦𐑖𐑑	873
abolishes	𐑩𐑚𐑪𐑤𐑦𐑖𐑩𐑟	32
abolishing	𐑩𐑚𐑪𐑤𐑦𐑖𐑦𐑙	161
abolition	𐑨𐑚𐑩𐑤𐑦𐑖𐑩𐑯	1154
abolitionist	𐑨𐑚𐑩𐑤𐑦𐑖𐑩𐑯𐑦𐑕𐑑	63
abolitionists	𐑨𐑚𐑩𐑤𐑦𐑖𐑩𐑯𐑦𐑕𐑑𐑕	161
abominable	𐑩𐑚𐑪𐑥𐑦𐑯𐑩𐑚𐑩𐑤	87
abominably	𐑩𐑚𐑪𐑥𐑦𐑯𐑩𐑚𐑤𐑦	22
abominate	𐑩𐑚𐑪𐑥𐑦𐑯𐑱𐑑	2
abominated	𐑩𐑚𐑪𐑥𐑦𐑯𐑱𐑑𐑩𐑛	4
abominates	𐑩𐑚𐑪𐑥𐑦𐑯𐑱𐑑𐑕	1
abominating	𐑩𐑚𐑪𐑥𐑦𐑯𐑱𐑑𐑦𐑙	0
abomination	𐑩𐑚𐑪𐑥𐑦𐑯𐑱𐑖𐑩𐑯	51
abominations	𐑩𐑚𐑪𐑥𐑦𐑯𐑱𐑖𐑩𐑯𐑟	17
abora	𐑩𐑚𐑹𐑩	4
aboriginal	𐑨𐑚𐑼𐑦𐑡𐑦𐑯𐑩𐑤	203
aboriginals	𐑨𐑚𐑼𐑦𐑡𐑦𐑯𐑩𐑤𐑟	7
aborigine	𐑨𐑚𐑼𐑦𐑡𐑦𐑯𐑦	11
aborigines	𐑨𐑚𐑼𐑦𐑡𐑦𐑯𐑦𐑟	148
abort	𐑩𐑚𐑹𐑑	96
aborted	𐑩𐑚𐑹𐑑𐑩𐑛	139
aborting	𐑩𐑚𐑹𐑑𐑦𐑙	14
abortion	𐑩𐑚𐑹𐑖𐑩𐑯	1161
abortionist	𐑩𐑚𐑹𐑖𐑩𐑯𐑦𐑕𐑑	7
abortionists	𐑩𐑚𐑹𐑖𐑩𐑯𐑦𐑕𐑑𐑕	2
abortions	𐑩𐑚𐑹𐑖𐑩𐑯𐑟	268
abortive	𐑩𐑚𐑹𐑑𐑦𐑝	248
abortively	𐑩𐑚𐑹𐑑𐑦𐑝𐑤𐑦	3
aborts	𐑩𐑚𐑹𐑑𐑕	4
abos	𐑨𐑚𐑴𐑟	1
abound	𐑩𐑚𐑬𐑯𐑛	91
abounded	𐑩𐑚𐑬𐑯𐑛𐑩𐑛	48
abounding	𐑩𐑚𐑬𐑯𐑛𐑦𐑙	19
abounds	𐑩𐑚𐑬𐑯𐑛𐑟	41
about	𐑩𐑚𐑬𐑑	192243
about-face	𐑩𐑚𐑬𐑑-𐑓𐑱𐑕	12
about-faced	𐑩𐑚𐑬𐑑-𐑓𐑱𐑕𐑑	0
about-faces	𐑩𐑚𐑬𐑑-𐑓𐑱𐑕𐑩𐑟	0
about-facing	𐑩𐑚𐑬𐑑-𐑓𐑱𐑕𐑦𐑙	0
